Title,TagsAndSkills,Company,Currency,Salary,Location,Experience,JdURl,Jobdescription,CreatedAt
"AVP, Campaign Operations Manager","Database Marketing,SAS VA,Campaign Operations,CDP,SAS,Avp,Tableau,Salesforce",Synchrony,INR,Not disclosed,Temp. WFH - Hyderabad,7-10 Yrs,/job-listings-avp-campaign-operations-manager-synchrony-hyderabad-secunderabad-telangana-7-to-10-years-090623003985,"Responsible for leading the path for team to adopt newer methods of campaign operations specially in the digital marketing area. ""This position is remote,where you have the option to work from home<br><br>the 1st shift COPS team Build and foster relationships with critical Performance. Marketing members within the US (Channel and Engagement managers) ensuring. expectations are met",9/6/2023
Sales Coordinator,"Communication Skills,Payment Followup,Sales Coordination,sales support,Corporate Sales,Sales,VLOOKUP,Payments",Smas Auto Leasing,INR,4-8 Lacs PA,"Delhi NCR, Hyderabad",3-5 Yrs,/job-listings-sales-coordinator-smas-auto-leasing-india-pvt-ltd-hyderabad-secunderabad-telangana-delhi-ncr-3-to-5-years-090623003937,"Qualifications: Graduate in any discipline<br><br>MBA preferred<br><br>Knowledge of Vehicle Finance,Leasing,Insurance and other sales related experience preferred.  <br><br>Experience: Min 3 yrs",9/6/2023
Position opened For Business Development Executive _ NB,"Outbound Sales,sales,BPO,Marketing,Positioning,Sales Goal,Bpo sales,Business development",Kelly Outsourcing And Consulting Group India  Priv   Ate Limited,INR,Not disclosed,"Mumbai Suburbs, Mumbai (All Areas)",3-8 Yrs,/job-listings-position-opened-for-business-development-executive-nb-kelly-outsourcing-and-consulting-group-india-priv-ate-limited-mumbai-suburban-mumbai-all-areas-3-to-8-years-110523008643,"Night Shift). <br><br> Should have experience in Outbound sales,client requests for proposals (RFPs),Proficiency in English especially American accent. .",9/6/2023
Sslesforce developer with LWC and UI-Bangalore,"css2,UI,Javascript,LWC,salesforce developer,Salesforce,Development,Lightning",Cloudely,INR,Not disclosed,Hybrid - Bengaluru,5-10 Yrs,/job-listings-sslesforce-developer-with-lwc-and-ui-bangalore-cloudely-bangalore-bengaluru-5-to-10-years-090623003397,Sales Cloud knowledge preferred<br><br>Integration and Dataloader experience <br><br>Experience on Mulesoft Integration,9/6/2023
Salesforce cpq developer/Apttus CPQ developer,"Salesforce Cpq,Client CPQ,Apttus Cpq,salesforce development,Quote-to-Cash application,Cpq,Quotation,CLM",Cloudely,INR,Not disclosed,"Hybrid - Chennai, Bengaluru, Hyderabad",5-10 Yrs,/job-listings-salesforce-cpq-developer-apttus-cpq-developer-cloudely-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-090623003390,Experience (Tier) : T2 - 5+ years <br><br>Should be able understand business requirements and convert them into a scalable technical solution design and drive development team to implement same Sales Consultant certification preferred<br><br>Experience managing a Client CPQ instance required<br><br>Exposure to multiple Client CPQ instances preferred,9/6/2023
SAP S4/ HANA  Cloud Migration Specialist,"xECM,SAP,SAP S4/ HANA,Salesforce,Migration,Data management,Data Quality Management,Modeling",Aparajita Consultancy Services,INR,Not disclosed,"Pune, Hyderabad, Bnagalore",7-12 Yrs,/job-listings-sap-s4-hana-cloud-migration-specialist-aparajita-consultancy-services-hyderabad-secunderabad-pune-bnagalore-7-to-12-years-090623903388,"Hands-on experience with the following: SAP Document / Data Migrating,Cloud Migration,Data Management,Master Data Modelling,Data Quality Management,Information Governance<br><br>Experience working with leading data / document applications for Tier 1 vendors such as SAP,Salesforce,OpenText,Oracle and Cloud Migrations (Amazon Web Services,Microsoft Azure and Google Cloud Platform)",9/6/2023
Hubspot Developer (Part-time),"Dynamics 365,Hubspot,Salesforce,Cs,SEO,Development,Javascript,CRM",Streams Informatics,INR,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Ahmedabad, Bengaluru, Hyderabad, Visakhapatnam, Kolkata",3-7 Yrs,/job-listings-hubspot-developer-part-time-harmony-data-integration-technologies-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-3-to-7-years-090623903385,"Hubspot Developer (Part-time). We are seeking a skilled and experienced HubSpot Developer to join our team<br><br>Requirements: Bachelors degree in computer science,information technology,or a related field<br><br>Preferred Qualifications: HubSpot certifications,such as HubSpot CMS Developer Certification or HubSpot Marketing Software Certification",9/6/2023
Salesforce Administrator,"Salesforce Certification,Salesforce,Apex Programming,Program,Salesforce CRM,Apex,Certified,SQL",South Star Software,USD,"10,000-20,000 PA",Navi Mumbai,5-8 Yrs,/job-listings-salesforce-administrator-south-star-software-navi-mumbai-maharashtra-5-to-8-years-090623000822,"Salesforce certifications such as Salesforce Certified Administrator (ADM 201) are required<br><br>Minimum of 5 years of experience as a Salesforce Administrator,preferably in a complex,enterprise-level environment<br><br>Experience with APEX development,including triggers,classes,and customizations",9/6/2023
Sr Salesforce Architects To relocated To Cayman Islands -,"Salesforce Architect,Salesforce Implementations,Salesforce CRM,SR,Salesforce,Marketing,Demandware,Salesforce Marketing Cloud",Genesis Tech Solutions,INR,Not disclosed,Hybrid - Hyderabad,5-10 Yrs,/job-listings-sr-salesforce-architects-to-relocated-to-cayman-islands-genesis-tech-solutions-hyderabad-secunderabad-5-to-10-years-060223008429,"<p><strong>Salesforce Certified Architects - Do you want to live the beach life while working and playing in the beautiful Tax-Free Cayman Islands, while working for a top-ranked Salesforce Summit-level Partner? </strong></p><br /><p><strong>Access Global Group is a Summit-Level Implementation Salesforce Partner.</strong></p><p><strong>AGG is ranked in the Salesforce TOP 10 partners!</strong></p><br /><p>Access Global Group is hiring experienced Salesforce professionals to join our near-shore teams in the Cayman Islands.</p><br /><p>If you are interested in discussing how you may join the Cayman Islands Team, navigate to www.acsgbl.com/careers and click ""APPLY NOW"" </p><br /><p><strong><u>Perks to joining AGG's in the Cayman Islands - our W2 Cayman Employees are offered a full range of Benefits:</u></strong></p><ul><li><strong>Subsidized Rental Housing</strong></li><li><strong>Relocation Loan </strong></li><li><strong>Interest-Free Vehicle Loan</strong></li><li><strong>Flexible schedule</strong></li><li><strong>Health insurance</strong></li><li><strong>Paid time off</strong></li><li><strong>Professional development assistance/ Paid learning</strong></li><li><strong>Annual Bonus Program</strong></li><li><strong>Pension/PV</strong></li><li><strong>Referral Bonus Program</strong></li></ul><br /><p><strong><u>AGG HIGHLIGHTS:</u></strong></p><ul><li>AGG is a Family 1st Culture </li><li>We offer a remote work environment while residing in the Cayman Islands </li><li>Only a qualified work permit is required - Visas arent required to work in the Cayman Islands!</li><li><strong>The Cayman Islands are TAX-FREE</strong></li><li><strong>We offer relocation assistance! (See Perks section!)</strong></li></ul><br /><p><strong><u>AGG OVERVIEW:</u></strong></p><ul><li>5-Star Partner</li><li>Summit Salesforce Implementation Partner</li><li>High Growth Tech Company</li><li>US Employer located in Dallas Texas USA</li></ul><br /><p><strong><u>CERTIFICATIONS ACCEPTED:</u></strong> </p><p><strong>**</strong>You must have VALID CURRENT CERTIFICATIONS in your arena to apply**</p><br /><p><strong><u>ROLE HIRING FOR AND MINIMUM REQUIREMENTS:</u></strong></p><br /><ul><li><strong>SALESFORCE SOLUTION ARCHITECT</strong></li><li><strong>6 years of hands-on experience in Salesforce Solution Architecture</strong></li><li>5 Salesforce Certifications minimum</li></ul><br /><ul><li><strong>SALESFORCE MARKETING CLOUD ARCHITECTS</strong></li><li><strong>4 years of hands-on experience in Marketing Cloud minimum</strong></li><li>3 Salesforce Marketing Certifications Preferred</li></ul><br /><ul><li><strong>SALESFORCE COMMERCE CLOUD ARCHITECTS </strong></li><li><strong>4 years of hands-on experience in Commerce Cloud minimum</strong></li><li>3 Salesforce Commerce Certifications Preferred</li></ul><br /><ul><li><strong>SALESFORCE ARCHITECTS - Technical</strong></li><li><strong>8 years of hands-on Salesforce experience minimum</strong></li><li>5 Salesforce Certifications minimum</li></ul><br /><p><strong><u>Company's website:</u></strong></p><p><strong>https://acsgbl.com </strong></p><br /><p><strong><u>Job Type: </u></strong></p><p><strong>Full Time </strong></p><br /><p><strong><u>Work Location:</u></strong></p><p>Access Global Group is proud to support a Work from Home  near shore Cayman Islands Residents environment</p><br />",9/6/2023
Senior Technical Recruiter (Staffing & Corp Recruitment Exp req) India,"Recruitment Life Cycle,Technical Recruitment,communication skills,Interpersonal Skills,Recruitment,Senior,Life cycle,Technical",Genesis Tech Solutions,INR,Not disclosed,Remote,4-9 Yrs,/job-listings-senior-technical-recruiter-staffing-corp-recruitment-exp-req-india-genesis-tech-solutions-hyderabad-secunderabad-4-to-9-years-090623000106,"Access Global Group is seeking a Senior Technical Recruiter (Staffing and Corporate Recruitment Exp required) for this fully remote,India-Based,direct-hire role to join our growing Recruitment Team<br><br>Thats why we tailor our solutions to ensure maximum impact<br><br> We value longevity in tenure: MUST HAVE STABLE LONGEVITY IN PREVIOUS ROLES LASTING MORE THAN 1 YR IN LENGTH",9/6/2023
Marketing Specialist / Marketing Lead,"SAAS,Cac,Marketing,Time,Acquisition,Marketing strategy,Cost,Customer acquisition",Aapc,INR,Not disclosed,Hybrid - Noida,3-8 Yrs,/job-listings-marketing-specialist-marketing-lead-aapc-noida-uttar-pradesh-3-to-8-years-090623000065,"Develop and maintain a deep understanding of our target customers and their needs. TECHNICAL COMPETENCIES (MINIMUM QUALIFICATIONS / EDUCATION/EXPERIENCE/ SKILL . SET):  . <br><br>Minimum Qualifications and Education: Graduation / MBA<br><br> Understanding of the SaaS market: should have a deep understanding of the SaaS industry,including trends,competitors,and target customers",9/6/2023
Salesforce Certified Commerce Cloud Developer - India Based - no c2c,"Salesforce Developer,Commerce Cloud,Salesforce,Development,SFDC,Certified,Demandware,C2C",Genesis Tech Solutions,INR,Not disclosed,Remote,2-7 Yrs,/job-listings-salesforce-certified-commerce-cloud-developer-india-based-no-c2c-genesis-tech-solutions-hyderabad-secunderabad-2-to-7-years-170323009462,"Access Global Group is seeking a Salesforce Certified Commerce Cloud Developer (B2B or B2C) for this fully remote,India Based,direct hire role to join our growing Salesforce Delivery Team. Access Global Group is a Summit-Level Implementation Salesforce Partner.  . AGG is ranked in the Salesforce TOP 10 partners!<br><br>Minimum of specifically 2+ yrs in Salesforce Commerce Cloud B2C",9/6/2023
Salesforce Certified Commerce Cloud Architect - India-Based - NO C2C,"SFCC,Salesforce Architect,Commerce CLoud,Salesforce,Architecture,SFDC,Certified,Cloud",Genesis Tech Solutions,INR,Not disclosed,Remote,2-7 Yrs,/job-listings-salesforce-certified-commerce-cloud-architect-india-based-no-c2c-genesis-tech-solutions-hyderabad-secunderabad-2-to-7-years-170323009507,"<p><strong>Access Global Group is seeking a Salesforce Certified Commerce Cloud Architect (B2B or B2C) for this fully remote, India Based, direct hire role to join our growing Salesforce Delivery Team.</strong><br /></p><p>Access Global Group is a Summit-Level Implementation Salesforce Partner.</p><p>AGG is ranked in the Salesforce TOP 10 partners!</p><br /><p><strong>Important notes:</strong></p><ul><li><strong>This is a direct-hire fully remote, India-Based position.</strong></li><li><strong>Not open to 3rd party engagement</strong></li><li>To review all our open roles and apply today, navigate to www.acsgbl.com/careers.</li></ul><br /><p><strong><u>AGG Highlights</u></strong></p><ul><li>    Direct Hire, Always Fully remote<br />•    Family-First culture<br />•    5-Star Partner<br />•    Platinum-Summit Salesforce Partner<br />•    High Growth Tech Company </li></ul><br /><p><strong><u>Benefits </u></strong><br />• Being a Family-1st Culture, we have you covered with paid annual leave (plus observed holidays), and private healthcare (pre-existing conditions included)<br />• We know the importance of health and well-being so offer you extensive retail discount offers and further reimbursement towards activities that contribute to a healthier lifestyle <br />• We offer a remote work culture.   We are headquartered in Texas - CST hours <br />• We are proudly investing in your learning through various learning platforms <br />• Diversity and inclusion aren't just buzzwords</p><br /><p><strong><u>ACCESS GLOBAL GROUP </u></strong></p><p><strong><u>Salesforce Commerce Cloud Architect</u></strong></p><p><strong><u>Job Description:</u></strong></p><p>Access Global Group is a global Technology Services and Technology Consulting company based in the US, Canada, and India. AGG offers a comprehensive array of business, technology, and cloud services, as well as staff augmentation</p><p>Our solutions vary from client to client, and experience with integrating Salesforce is necessary to meet project objectives while supporting clients individually unique and expanding business objectives.</p><br /><p><strong><u>Essential Skills for Success in Position</u></strong></p><p>At Access Global Group, we are always seeking to strengthen our business by adding the best available talent to our team. Our Salesforce Commerce Cloud Architect drives the overall adoption, optimization, and ongoing iteration of the Salesforce platform, leveraging multiple integrations and different technologies. </p><p>As our Salesforce Commerce Cloud Architect, you will own the process and ensure the highest quality construction, improve the value and quality of the delivered solutions and enhance the potential of the technical team. You will autonomously evaluate eCommerce products, establish standards, define the architecture and be accountable for the necessary health of the overall solution. You will teach, mentor, and share knowledge, improve processes and develop systematic solutions to problem patterns. </p><br /><p><strong>A Successful Candidate Will Have Demonstrated Strengths in These Areas</strong></p><ul><li>Own platform governance activities ensuring safe use of commerce cloud resources like reviewing/ mitigating/ resolving of error logs & performance issues, etc.</li><li>Design, document, and help optimize the CI/CD strategies (leveraging tools like Jenkins and DevOps practices), enforce Mocha/Chai unit and functional test cases in order to reduce costs while ensuring quality</li><li>Architect Digital Consumer experiences based on a foundation of SFCC (Salesforce commerce cloud)</li><li>Translate functional requirements and high-level solution designs into detailed SFCC technical design</li><li>Mentor and guide the team by improving commerce cloud platform knowledge, development skills, goal setting, performance evaluations, and performance evaluations</li><li>Performs gap analysis between business requirements and commerce cloud features and designs the configurations and customizations desired to meet the requirements.</li><li>Employ the use of proofs-of-concept (spike solutions) to validate cost estimates and de-risk technical solution delivery</li><li>Identifies all desired third-party software products and documents the dependencies between system elements and these packages</li><li>Prepares cut-over, rollback, and data migration model/plan</li><li>Design solution for fault-tolerance with appropriate fail-over mechanisms to enable service continuity, gracefully degrade as necessary, and minimize service outages</li><li>Prepares time and cost estimates, identifies and mitigates project risks, plans the full project life cycle, and recommends approaches to improve time to market</li><li>Diagnose and resolve technical problems related to commerce implementation, lead a team in resolving priority issues</li></ul><br /><p><strong>Qualifications</strong></p><ul><li><strong>8 + Years (2+ Years of architecting commerce applications with Salesforce Commerce Cloud (B2B or B2C) and 6 + yrs in Salesforce Eco-system)</strong></li><li><strong>Expert in Salesforce Commerce Cloud product</strong></li><li><strong>Minimum 5 Salesforce certifications; (Preferred: SFCC Certifications ideally including Developer and Consultant</strong>)</li><li>Previous experience as a consultant or developer in SFCC and related technologies</li><li>Familiar with several areas of Salesforce and the Force.com Platform e.g. Sales Cloud, Service Cloud, Force.com</li><li>Ability to show integration and security design principles</li><li>Enterprise architecture experience</li><li>The ability to translate business requirements into technical design documents</li><li>The ability to take these design documents and communicate them to developers</li><li>Build a culture of engineering excellence (quality, security, performance, scalability, availability etc.)</li><li>Experience working in an Agile project environment</li><li>Solid experience in HTML, CSS, and JavaScript</li></ul><br /><p><strong><u>Company's website:</u></strong></p><p>https://acsgbl.com</p><br /><p><strong><u>Job Type</u></strong>:</p><p>Full-time</p><br /><p><strong><u>Work Location:</u></strong></p><p>Access Global Group is proud to be a remote culture.</p><br />",8/6/2023
Laravel Developer  - Remote,"laravel php,HTML,PSD,Remote,LAMP,Cs,Mysq,PHP",Coalition Technologies,INR,Not disclosed,"Hybrid - Chennai, Delhi NCR, Ahmedabad, Bengaluru, Hyderabad, Mumbai (All Areas)",1-6 Yrs,/job-listings-laravel-developer-remote-coalition-technologies-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-1-to-6-years-040523000072,A portfolio with live links to sites that you have developed previously (preferred) <br><br>Laravel experience (preferred) <br><br>Expertise in other platforms such as WordPress (preferred) <br><br>Must have reliable internet and power (maximum of 1 hour of outage per month),8/6/2023
Remote Magento Developer,"magento,Javascript,Framework,Development,LAMP,Javascript,Cs,MySQL",Coalition Technologies,INR,Not disclosed,"Hybrid - Chennai, Delhi NCR, Ahmedabad, Bengaluru, Hyderabad, Mumbai (All Areas)",1-6 Yrs,/job-listings-remote-magento-developer-coalition-technologies-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-1-to-6-years-040523000071,A Magento Certification (preferred) <br><br>A portfolio with live links to sites that you have developed previously (preferred) <br><br>Expertise in other platforms such as WordPress (preferred),8/6/2023
Urgent hiring For Java Backend Developer @ Pune,"Core Java,Kafka,SpringBoot,Microservices,Development,NoSQL,Cassandra,Multithreading",Intelliswift,INR,14-24 Lacs PA,Hybrid - Pune,4-6 Yrs,/job-listings-urgent-hiring-for-java-backend-developer-pune-intelliswift-pune-maharashtra-4-to-6-years-080623011150,"Experience and Skills: Minimum 5 years of experience in writing software Strong analytical problem solving skills Strong Object Oriented Programming Skills<br><br>Extensive knowledge of the Java programming language Understanding of software design patterns,J2EE comp.nts (EJB,JSP,Servlets),and XML Experience with relational databases (preferably Oracle) and Object / Relational frameworks",8/6/2023
Oracle Order and Service Management Technology Consulting Practitioner,"Oracle,Salesforce,Order fulfillment,Artificial Intelligence,Management consulting,Consulting,Accounting,Service management",Accenture,INR,Not disclosed,Bengaluru,6-8 Yrs,/job-listings-oracle-order-and-service-management-technology-consulting-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-080623911054,"Technical Experience : a-4-8 years of relevant technology consulting experience b-Experience working in a cross functional environment and Industry agnostic experience on platform advisory c-Experience with Salesforce,SAP or Oracle Platforms d-Experience of one or more of emerging technologies/ methodologies - Agile,DevOps,Artificial Intelligence <br><br>Work Experience :6-8 years",8/6/2023
Associate / Test Consultant | Immediate | 2-6 Years| IT MNC | Gurgaon,"Java,Test Consultant,Selenium,Salesforce,Test planning,Software Quality,Life cycle,Javascript",Prowess India Consulting Services,INR,Not disclosed,Gurgaon,2-6 Yrs,/job-listings-associate-test-consultant-immediate-2-6-years-it-mnc-gurgaon-prowess-india-consulting-services-gurgaon-gurugram-2-to-6-years-080623010855,"The role would suit a computer science graduate with a genuine passion for testing<br><br>You should have a proven development track record and a professional,dedicated and flexible approach. Duties <br><br>Skills (Required) <br><br> Years of Experience : 2 to 6 Years <br><br> 2+ years of software testing experience <br><br>At least 1 years of experience in Selenium",8/6/2023
Associate / Test Analyst | 3-5 Years | Immediate | IT MNC | Gurgaon,"Test Analyst,Xpath,Selenium,Software,Agile,Selenium Java,Test planning,Cd",Prowess India Consulting Services,INR,6-16 Lacs PA,Gurgaon,3-5 Yrs,/job-listings-associate-test-analyst-3-5-years-immediate-it-mnc-gurgaon-prowess-india-consulting-services-gurgaon-gurugram-3-to-5-years-080623010852,"<p><strong>Explore career opportunity with an IT MNC having a testing tool which is code-free, integrated automation testing tool for Salesforce. They deliver the benefits of automation while avoiding the pitfalls of other tools. Company started as a part of a Platinum Salesforce consulting partner. </strong>Through its experiences of implementing Salesforce projects, they had experienced first-hand the difficulty of testing Salesforce in a fast and cost effective manner. None of the existing vendor tools can reliably test Salesforce's UI, especially complex Visualforce pages. The alternative is to test manually or use code, writing a custom framework based on Selenium. Determined to make things better, company created a world class tool which has received overwhelming response from Fortune 100 companies and Salesforce app vendors. They cater to a diverse range of customers spanning several industries, and business sizes ranging from 100 employees to 100,000.Company has offices in Gurgaon (India), London (UK) and Nashville (Tennessee).</p><br /><p><strong>Designation : Associate / Test Analyst</strong></p><br /><p><strong>Work Location : Gurgaon</strong></p><br /><p><strong>Years of Experience : 2.6+  to 4.5 Years</strong></p><br /><p><strong>Mandatory Skillset : Manual Testing,  Automation Testing, Selenium, Java , Create X Paths, TestNG, Locators.</strong></p><br /><p><strong>Desired Notice : Max 30 Days</strong></p><br /><p><strong>Job Description</strong></p><br /><p>Company is looking for a Associate / Test Analyst to join its growing QA team at Gurgaon office.</p><p>Its automated testing tool which specializes in testing Salesforce, the market-leading cloud CRM platform. Companys QA team is responsible for product consulting, customer support, training, testing new features, regression testing and updating online resources. This is an awesome opportunity for a proactive and problem-solving individual to develop their skills in a fun and stimulating consultancy environment.</p><p>The role would suit a computer science graduate with a genuine passion for testing. You dont need prior knowledge of the testing tool or Salesforce, as company would give you all the training you will need. You should have a proven development track record and a professional, dedicated and exible approach.</p><br /><p><strong>Duties </strong></p><ul><li> Perform manual system testing for new product execution and system changes.</li><li> Create and Update test cases using the testing tool and other automation tools.</li><li> Keeping up-to-date with standards and requirements of software quality assurance</li><li> Preparation of reports on defects and problems that arise during software test</li><li> Tracking of reported problems and defects using tracking software</li><li> Preparation of software evaluation test reports</li><li> Be innovative in your testing and look for ways to improve the product</li><li> Work as a team and always help your colleagues deliver their workload</li><li> Become a product expert</li><li> Learn Salesforce and complete the SFDC Admin examinations</li><li> Escalate any issues to your line manager promptly</li></ul><p> </p><p><strong>Skills (Required)</strong> </p><ul><li> 2+ years of software testing experience</li><li> Knowledge and experience (for Test Analyst role) of any web/desktop automation tools</li><li> Good Knowledge of at least one programming language</li><li> Strong analytical and problem solving skills, should be able to research and understand an undocumented set up and application</li><li> Working knowledge of agile methodologies</li><li> Excellent communication skills (speaking, writing and presenting)</li><li> A proactive, organized and collaborative approach</li><li> Proactive thinking with a can do attitude</li><li> Ability to work in a team environment</li></ul><br /><p><strong>Skills (Desired) </strong></p><ul><li> Experience in Salesforce.com testing or testing of another SAAS application.  </li><li> Good understanding of Selenium</li><li> Knowledge of Desktop, Performance tools</li><li> Knowledge of Web Ser vices and Databases.</li></ul><br /><p><strong>Compensation </strong></p><ul><li> Competitive salary</li><li> Comprehensive health insurance</li><li> Vibrant culture with regular social activities</li><li> Fun and friendly team </li></ul><br /><p><strong>Preferable:</strong></p><p>Experience in salesforce.com testing or testing of other SAAS application.</p><br /><p><strong>If the above mentioned opportunity is relevant share your updated CV with the following details.</strong></p><p>Current Company :</p><p>Designation :</p><p>Current Location :</p><p>Are you open to work in Gurgaon ( Yes/No ) :</p><p>If you are not from Delhi/NCR, share valid reason for relocation ( like moving closer to home town etc.) :</p><p><strong>Years as experience as Software Tester :</strong></p><p><strong>Years of experience in using Selenium Automation tool : </strong></p><p>Have you done implementation in Selenium using Java  (Yes/No) :</p><p>Please confirm your hands-on experience with Xpath locators & TestNg :</p><p><strong>Do you Qualify as Preferred Candidate  Required Desktop Automation experience especially with Eclipse RCP applications (Yes/No) : </strong></p><p><strong>Have you worked on CI/CD pipelines ( Yes/No ) :</strong></p><p><strong>Rate your expertise in scale of 1-5 for :</strong></p><p>- Selenium  :</p><p>- Java - Programming language :</p><p>- Agile methodology :</p><p>Certification, if any :</p><p>How would you rate your English communication skills ( Excellent , Very Good, Good, Average, Poor) :</p><p>Current CTC :</p><p>Expected CTC :</p><p>Notice Period ( max 30 days) :</p><p>If already resigned, share last working date : </p><p>Reason for Change :</p>",8/6/2023
Internal - SEO - Discovery Focal,"CRO,Content management,Project management,SEO,Google Analytics,Optimization,Salesforce,CMS",IBM,INR,Not disclosed,Pune,6-10 Yrs,/job-listings-internal-seo-discovery-focal-ibm-india-pvt-limited-pune-6-to-10-years-080623910667,"Proficiency with web analytics and SEO platforms,as well as CRO tools including Optimizely,Google Analytics,Optimizer,heatmapping and behavioral analytics strongly preferred<br><br>Required Technical and Professional Expertise. Ability to read,write and edit proficiently in US business English<br><br>Resource must be able to work within team project management process (Example: Wrike)",8/6/2023
SFDC Technical Architect - Force.com/ECMAScript,"SFDC,CRM,Salesforce,Javascript,Architecture,Informatica,Solution design,Technical",The Nikharv Consultancy,INR,Not disclosed,"Bengaluru, Hyderabad",6-11 Yrs,/job-listings-sfdc-technical-architect-force-com-ecmascript-the-nikharv-consultancy-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-080623910648,Experience : 6 to 15 years. Qualification : Bachelor / Masters degree. Notice Period : immediate. <br><br> Informatica preferred.  . - Proven ability to work creatively and analytically in a problem-solving environment.  . - Good analysis and diagnosis skills.  . - Effectively manage on-siteoff-site development staff to accomplish SFDC project deliverables.  . - Deadline and closure oriented,8/6/2023
Backend Software Developer - API,"PHP,MVC,Laravel,API,Coding,Development,LAMP,RDBMS",The Nikharv Consultancy,INR,Not disclosed,Delhi,6-8 Yrs,/job-listings-backend-software-developer-api-the-nikharv-consultancy-delhi-6-to-8-years-080623910642,"Laravel,). - Experience working with PHP,performing unit testing,and managing APIs such as REST.  . - Experience with test-driven and behavior-driven development and tools (e.g<br><br>Jenkins,Travis CI). - Proficient understanding of code versioning tools,(e.g<br><br> Practical Experience with MVC frameworks (e.g<br><br>PHPUnit,Codeception). - Experience with SQL and NoSQL databases (e.g",8/6/2023
Admission Counsellor,"Admission Counselling,Admissions,Student counseling,Communication skills,B2C Sales,Sales,Education,Counselling",upGrad,INR,4-5 Lacs PA,"Gurgaon, Mumbai (All Areas)",0-5 Yrs,/job-listings-admission-counsellor-upgrad-gurgaon-gurugram-haryana-mumbai-all-areas-0-to-5-years-080623010485,Qualification Any Graduate / PG Years of Exp 1-7 Years <br><br>You must be<br><br>industry-relevant programs in an immersive learning experience<br><br>digital-first learning experience to deliver tangible career impact to individuals at scale,8/6/2023
Salesforce Developer,"Salesforce,Cloud,Salesforce Sales Cloud,Apex,App Exchange,Salesforce Service Cloud,Service Cloud,Cloud Sales",Honeybeez Consultancy,INR,Not disclosed,Ahmedabad,2-6 Yrs,/job-listings-salesforce-developer-honeybeez-consultancy-ahmedabad-2-to-6-years-080623010369,"• Ability to code from scratch within Apex, VF, and have Lightning exposure
• Strong experience with custom Applications & AppExchange
• Experience with Salesforce Service, Sales Cloud, Salesforce Development including Custom Objects, Web Services",8/6/2023
Sales or Business Development Executive,"sales executive activities,online lead generation,Development,Business development,Generation,Sales,Lead generation,Salesforce",Shrum Tech,INR,Not disclosed,Bengaluru,0-2 Yrs,/job-listings-sales-or-business-development-executive-shrum-tech-bangalore-bengaluru-0-to-2-years-080623010241,"Should have knowledge of LinkedIn Sales Navigator<br><br>Email ethics,Proposal Writing,Follow-up and Requirement Gathering,Client Interaction<br><br>Knowledge of preparing PPT,articles writing and good touch of social media",8/6/2023
Mulesoft Developer,"salesforce,muelsoft developer,mulesoft anypoint platform,salesforce connecter,anypoint studio,Mule ESB,Mulesoft Anypoint,Development",Iitjobs Inc.,INR,10-15 Lacs PA,Hybrid - Hyderabad,6-9 Yrs,/job-listings-mulesoft-developer-iitjobs-inc-hyderabad-secunderabad-6-to-9-years-080623010186,"-Skills: 6+ years experience on MuleSoft Any point Platform,Any point studio,Flow Designer,MuleSoft Composer,Mule 4 (Data Weave 0),API design,Mule ESB,MQ,MuleSoft Exchange,Design Center,API Manager,and Runtime Manager",8/6/2023
Regional (APAC ) Sales Operations Manager,"Data mining,Salesforce,Process,Marketing,Analytical,Account management,Regional sales,Operations management",G4S,INR,"50,000-60,000 PA",India,1-1 Yrs,/job-listings-regional-apac-sales-operations-manager-g4s-secure-solutions-india-pvt-ltd-india-1-to-1-years-080623010163,Working closely with cross-functional teams to drive improvements in customer experience based on NPS insights.Reports direct to Regional APAC Sales Director and dotted to Global Sales Operations Head,8/6/2023
Salesforce Technical Lead,"Technical Leadership,Salesforce CRM,Integration,sales cloud,certified salesforce,revenue cloud",Prudent Globaltech Solutions,INR,Not disclosed,Hyderabad,7-12 Yrs,/job-listings-salesforce-technical-lead-prudent-globaltech-solutions-hyderabad-secunderabad-7-to-12-years-160522009415,SFDC Certification desired (Salesforce Certified Administrator and Salesforce Certified Platform Developer II) Experience leading development team as a lead engineer <br><br>Experience with project issue and tracking tools such as JIRA or ALM Education and Experience <br><br>Bachelors degree in Information Technology Management or related discipline <br><br>Minimum 10 years of direct experience,8/6/2023
